,Регион,Год,Выделенный бюджет на защиту экологии,Unnamed: 0,index,ranks
104,ВКО,2015,15528210,,190.8,106
103,ВКО,2015,15605687,,189.1,107
102,ВКО,2015,15683164,,187.4,108
101,ВКО,2015,15760641,,185.7,109
100,ВКО,2015,15838119,,184.0,110
100,Жамбылская,2015,3245330,,176.0,101
101,Жамбылская,2015,3280746,,177.7,102
102,Жамбылская,2015,3316163,,179.4,103
103,Жамбылская,2015,3351579,,181.1,104
104,Жамбылская,2015,3386996,,182.8,105
105,Жамбылская,2015,3422412,,184.5,106
106,Жамбылская,2015,3457829,,186.2,107
107,Жамбылская,2015,3493245,,187.9,108
108,Жамбылская,2015,3528662,,189.6,109
109,Жамбылская,2015,3564078,,191.3,110
100,ЗКО,2015,3793821,,175.0,101
101,ЗКО,2015,4167746,,176.7,102
102,ЗКО,2015,4541671,,178.4,103
103,ЗКО,2015,4915596,,180.1,104
104,ЗКО,2015,5289521,,181.8,105
105,ЗКО,2015,5663447,,183.5,106
106,ЗКО,2015,6037372,,185.2,107
107,ЗКО,2015,6411297,,186.9,108
108,ЗКО,2015,6785222,,188.6,109
109,ЗКО,2015,7159147,,190.3,110
109,Карагандинская,2015,17724309,,192.3,101
108,Карагандинская,2015,18408398,,190.6,102
107,Карагандинская,2015,19092487,,188.9,103
106,Карагандинская,2015,19776575,,187.2,104
105,Карагандинская,2015,20460664,,185.5,105
104,Карагандинская,2015,21144753,,183.8,106
103,Карагандинская,2015,21828841,,182.1,107
102,Карагандинская,2015,22512930,,180.4,108
101,Карагандинская,2015,23197019,,178.7,109
100,Карагандинская,2015,23881108,,177.0,110
100,Костанайская,2015,5171019,,178.0,101
101,Костанайская,2015,5484264,,179.7,102
102,Костанайская,2015,5797510,,181.4,103
103,Костанайская,2015,6110756,,183.1,104
104,Костанайская,2015,6424001,,184.8,105
105,Костанайская,2015,6737247,,186.5,106
106,Костанайская,2015,7050493,,188.2,107
107,Костанайская,2015,7363738,,189.9,108
108,Костанайская,2015,7676984,,191.6,109
109,Костанайская,2015,7990230,,193.3,110
109,Кызылординская,2015,2728180,,194.3,101
108,Кызылординская,2015,2747793,,192.6,102
107,Кызылординская,2015,2767405,,190.9,103
106,Кызылординская,2015,2787018,,189.2,104
105,Кызылординская,2015,2806630,,187.5,105
104,Кызылординская,2015,2826243,,185.8,106
103,Кызылординская,2015,2845855,,184.1,107
102,Кызылординская,2015,2865468,,182.4,108
101,Кызылординская,2015,2885080,,180.7,109
100,Кызылординская,2015,2904693,,179.0,110
109,Мангистауская,2015,19494035,,195.3,101
108,Мангистауская,2015,20560609,,193.6,102
107,Мангистауская,2015,21627182,,191.9,103
106,Мангистауская,2015,22693756,,190.2,104
105,Мангистауская,2015,23760329,,188.5,105
104,Мангистауская,2015,24826903,,186.8,106
103,Мангистауская,2015,25893476,,185.1,107
102,Мангистауская,2015,26960050,,183.4,108
101,Мангистауская,2015,28026623,,181.7,109
100,Мангистауская,2015,29093197,,180.0,110
100,Павлодарская,2015,16696011,,182.0,101
101,Павлодарская,2015,16927989,,183.7,102
102,Павлодарская,2015,17159968,,185.4,103
103,Павлодарская,2015,17391946,,187.1,104
104,Павлодарская,2015,17623925,,188.8,105
105,Павлодарская,2015,17855903,,190.5,106
106,Павлодарская,2015,18087882,,192.2,107
107,Павлодарская,2015,18319860,,193.9,108
108,Павлодарская,2015,18551839,,195.6,109
109,Павлодарская,2015,18783817,,197.3,110
109,Республика Казахстан,2015,154450068,,185.3,101
108,Республика Казахстан,2015,156694510,,183.6,102
107,Республика Казахстан,2015,158938952,,181.9,103
106,Республика Казахстан,2015,161183395,,180.2,104
105,Республика Казахстан,2015,163427837,,178.5,105
104,Республика Казахстан,2015,165672279,,176.8,106
103,Республика Казахстан,2015,167916722,,175.1,107
102,Республика Казахстан,2015,170161164,,173.4,108
101,Республика Казахстан,2015,172405606,,171.7,109
100,Республика Казахстан,2015,174650049,,170.0,110
100,СКО,2015,1864711,,183.0,101
101,СКО,2015,1877730,,184.7,102
102,СКО,2015,1890750,,186.4,103
103,СКО,2015,1903770,,188.1,104
104,СКО,2015,1916789,,189.8,105
105,СКО,2015,1929809,,191.5,106
106,СКО,2015,1942829,,193.2,107
107,СКО,2015,1955848,,194.9,108
108,СКО,2015,1968868,,196.6,109
109,СКО,2015,1981888,,198.3,110
100,Южно-Казахстанская,2015,4988206,,181.0,101
101,Южно-Казахстанская,2015,5035573,,182.7,102
102,Южно-Казахстанская,2015,5082940,,184.4,103
103,Южно-Казахстанская,2015,5130307,,186.1,104
104,Южно-Казахстанская,2015,5177675,,187.8,105
105,Южно-Казахстанская,2015,5225042,,189.5,106
106,Южно-Казахстанская,2015,5272409,,191.2,107
107,Южно-Казахстанская,2015,5319777,,192.9,108
108,Южно-Казахстанская,2015,5367144,,194.6,109
109,Южно-Казахстанская,2015,5414511,,196.3,110
119,Акмолинская,2016,2057368,,203.3,111
118,Акмолинская,2016,2065283,,201.6,112
117,Акмолинская,2016,2073198,,199.9,113
116,Акмолинская,2016,2081113,,198.2,114
115,Акмолинская,2016,2089029,,196.5,115
114,Акмолинская,2016,2096944,,194.8,116
113,Акмолинская,2016,2104859,,193.1,117
112,Акмолинская,2016,2112774,,191.4,118
111,Акмолинская,2016,2120689,,189.7,119
110,Акмолинская,2016,2128605,,188.0,120
110,Актюбинская,2016,17711122,,189.0,111
111,Актюбинская,2016,17841855,,190.7,112
112,Актюбинская,2016,17972589,,192.4,113
113,Актюбинская,2016,18103322,,194.1,114
114,Актюбинская,2016,18234056,,195.8,115
115,Актюбинская,2016,18364789,,197.5,116
116,Актюбинская,2016,18495523,,199.2,117
117,Актюбинская,2016,18626256,,200.9,118
118,Актюбинская,2016,18756990,,202.6,119
119,Актюбинская,2016,18887723,,204.3,120
119,Алматинская,2016,939257,,205.3,111
118,Алматинская,2016,1034138,,203.6,112
117,Алматинская,2016,1129019,,201.9,113
116,Алматинская,2016,1223901,,200.2,114
115,Алматинская,2016,1318782,,198.5,115
114,Алматинская,2016,1413663,,196.8,116
113,Алматинская,2016,1508545,,195.1,117
112,Алматинская,2016,1603426,,193.4,118
111,Алматинская,2016,1698307,,191.7,119
110,Алматинская,2016,1793189,,190.0,120
110,Алматы,2016,2781349,,203.0,111
111,Алматы,2016,2834690,,204.7,112
112,Алматы,2016,2888032,,206.4,113
113,Алматы,2016,2941374,,208.1,114
114,Алматы,2016,2994716,,209.8,115
115,Алматы,2016,3048058,,211.5,116
116,Алматы,2016,3101399,,213.2,117
117,Алматы,2016,3154741,,214.9,118
118,Алматы,2016,3208083,,216.6,119
119,Алматы,2016,3261425,,218.3,120
119,Астана,2016,2232477,,217.3,111
118,Астана,2016,2253834,,215.6,112
117,Астана,2016,2275191,,213.9,113
116,Астана,2016,2296549,,212.2,114
115,Астана,2016,2317906,,210.5,115
114,Астана,2016,2339263,,208.8,116
113,Астана,2016,2360621,,207.1,117
112,Астана,2016,2381978,,205.4,118
111,Астана,2016,2403335,,203.7,119
110,Астана,2016,2424693,,202.0,120
110,Атырауская,2016,26218442,,191.0,111
111,Атырауская,2016,27279376,,192.7,112
112,Атырауская,2016,28340311,,194.4,113
113,Атырауская,2016,29401246,,196.1,114
114,Атырауская,2016,30462181,,197.8,115
115,Атырауская,2016,31523116,,199.5,116
116,Атырауская,2016,32584050,,201.2,117
117,Атырауская,2016,33644985,,202.9,118
118,Атырауская,2016,34705920,,204.6,119
119,Атырауская,2016,35766855,,206.3,120
